4.600000000000000000e+01,8.530000000000000000e+02,0.000000000000000000e+00,8.886571832973680785e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.514144969499533602e+02,3.853301088624338511e-01,2.315895994628608179e+00,2.103921416930684352e+00,2.000000000000000000e+00,9.848157417645957423e-01,4.226871875833620312e-02,2.085031755160971997e-04,4.409346287774239086e-03,2.522956885186433684e-01,2.824425923843224668e-04,0.000000000000000000e+00,5.793162436148691086e-01,0
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.255093849714111798e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.514144969499533602e+02,3.853301088624338511e-01,2.315895994628608179e+00,2.103921416930684352e+00,2.000000000000000000e+00,9.848157417645957423e-01,4.226871875833620312e-02,2.085031755160971997e-04,4.409346287774239086e-03,2.522956885186433684e-01,2.824425923843224668e-04,0.000000000000000000e+00,5.793162436148691086e-01,0.000000000000000000e+00
4.560000000000000000e+02,9.710000000000000000e+02,0.000000000000000000e+00,3.133667675531160626e+02,0.000000000000000000e+00,1.000000000000000000e+00,4.019294108597922559e+02,4.232830312516521754e-01,2.558404134347386449e+00,2.645137197329633150e+00,2.000000000000000000e+00,1.223954984670068580e+00,5.706964980933846437e-02,1.888682504199525644e-04,3.367162145576747638e-03,2.381214533638547903e-01,2.382639040695691318e-04,0.000000000000000000e+00,4.998699395127914613e-01,1.500000000000000000e+01
1.990000000000000000e+02,8.410000000000000000e+02,0.000000000000000000e+00,7.038372490115476694e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.832503880273384539e+03,3.710291286765287633e-01,2.110567008351222906e+00,3.101156585015895750e+00,3.000000000000000000e+00,1.437451448049655189e+00,5.706964980933846437e-02,1.535624892654452879e-04,2.697204531522679524e-03,2.381214533638547903e-01,2.687638863650167447e-04,0.000000000000000000e+00,1.786505255158090222e+00,2.500000000000000000e+01

4.560000000000000000e+02,3.020000000000000000e+02,0.000000000000000000e+00,1.729778903206522045e+03,2.000000000000000000e+00,1.000000000000000000e+00,1.776769305759582039e+03,4.171409800083374919e-01,1.779934900069869652e+00,3.523760284644143592e+00,0.000000000000000000e+00,1.305429065507398123e+00,5.605297700542824502e-02,1.140114299861921359e-04,1.670024717608086223e-03,4.066823651929151739e-01,2.687638863650167447e-04,2.000000000000000000e+00,1.375965765451610423e+00,4.300000000000000000e+01
4.480000000000000000e+02,3.140000000000000000e+02,0.000000000000000000e+00,8.152557515314140346e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.615244823417801854e+03,4.171409800083374919e-01,1.779934900069869652e+00,3.102544351332901851e+00,0.000000000000000000e+00,1.305429065507398123e+00,5.879912700660802627e-02,1.140114299861921359e-04,1.670024717608086223e-03,4.066823651929151739e-01,2.687638863650167447e-04,0.000000000000000000e+00,6.981714155547251721e-01,4.400000000000000000e+01
4.170000000000000000e+02,2.210000000000000000e+02,0.000000000000000000e+00,1.135116672406280486e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.468404384925274371e+03,4.171409800083374919e-01,1.779934900069869652e+00,3.309978288473720109e+00,0.000000000000000000e+00,1.305429065507398123e+00,5.605297700542824502e-02,1.140114299861921359e-04,1.670024717608086223e-03,4.104687776808194632e-01,2.687638863650167447e-04,0.000000000000000000e+00,1.285652853872079504e+00,4.400000000000000000e+01
7.230000000000000000e+02,3.980000000000000000e+02,0.000000000000000000e+00,1.238430091454393278e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.361960719055177378e+03,3.869517103851456974e-01,2.191437885413538122e+00,3.389101398258134168e+00,0.000000000000000000e+00,1.392267248413962877e+00,5.842335381232175578e-02,1.264134902978521745e-04,2.209327522622313560e-03,2.147040428787227451e-01,2.578628494731820416e-04,0.000000000000000000e+00,4.175769390712957829e-01,4.100000000000000000e+01
4.840000000000000000e+02,4.990000000000000000e+02,0.000000000000000000e+00,1.330270840556994472e+03,2.000000000000000000e+00,1.000000000000000000e+00,1.334747512555681851e+03,4.049293008716116082e-01,2.191437885413538122e+00,3.389101398258134168e+00,0.000000000000000000e+00,1.392267248413962877e+00,5.842335381232175578e-02,1.264134902978521745e-04,2.209327522622313560e-03,1.995741342757198222e-01,2.578628494731820416e-04,3.000000000000000000e+00,1.083840301441341580e+00,4.100000000000000000e+01
